Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
47794,833.459,279.6545563592836,217.91856503749486,1.2832984482582588,0.6267231968346096,48528,246.68443566847174,0.7381312741312741,0.984874711506759,0.8645990659456373,0.8821041175940869,0.005851248197666728,0.002185282965735204,0.7781076742764427,0.9985443709768016,BARBUNYA
47883,873.536,327.998649304693,186.52012715831674,1.7585161145975976,0.822571799028362,48753,246.91401159220143,0.7584464543107409,0.9821549443111193,0.7885506623042658,0.7527897206760497,0.006850002073902909,0.0013569541901814785,0.5666923635555251,0.9965376533317911,BARBUNYA
47940,854.752,284.15378866300335,215.15725127136207,1.3206795819519976,0.6531994064101656,48828,247.06093129955553,0.7601078167115903,0.9818137134431064,0.8245702134319958,0.8694620348439602,0.005927279696766862,0.0020894773941156275,0.7559642300349999,0.9983865232932875,BARBUNYA
47981,809.088,291.65396813092315,210.04315693461626,1.3885430612800744,0.6937879680569173,48451,247.16655638645338,0.7697774783013268,0.9902994778229551,0.9210594000334146,0.8474650901218,0.006078530421019219,0.0019340407757842842,0.7181970789751508,0.9972475706425631,BARBUNYA
48160,829.2339999999999,304.5282824438078,202.71551294303723,1.5022445890925962,0.7462457388706976,48950,247.62717232655513,0.754043432651208,0.9838610827374872,0.880120508644972,0.8131499982181386,0.0063232616786504945,0.0017053109435443824,0.6612129196021588,0.993303530710461,BARBUNYA
48165,824.7009999999999,310.0210087659043,198.25998214089668,1.5637094557265865,0.768786945544883,48758,247.64002639349138,0.806905563652812,0.9878378932687969,0.8899147114846729,0.7987846610114202,0.0064366450486017706,0.0016164347913885074,0.6380569346671294,0.9977356620309112,BARBUNYA
48439,810.3699999999999,297.9819919992157,207.3178380770113,1.4373195995248893,0.7182942064579427,48883,248.34341204756478,0.7997985602007793,0.9909170877401141,0.9269116117583546,0.8334175175532702,0.006151695782307969,0.001830733428018617,0.6945847585646554,0.9983402870162424,BARBUNYA
48638,874.6659999999999,303.6070160131038,204.6563236399567,1.4834968722844202,0.7386556229052619,49543,248.8530188220124,0.776865576284181,0.9817330399854671,0.7989159329700005,0.8196550333055274,0.006242177227951474,0.0017379620869106404,0.6718343736230851,0.9966641919630094,BARBUNYA
48638,874.0409999999999,301.98397061753377,205.41101537994643,1.4701449679266587,0.733021908966815,49596,248.8530188220124,0.7477477477477478,0.9806839261230744,0.8000589021973458,0.8240603576180792,0.006208807323852416,0.0017661355608045977,0.6790754729976364,0.998339389469891,BARBUNYA
48831,871.2699999999999,318.9514290875095,195.57996145258736,1.6307980977122236,0.7899302602418006,49662,249.34626568080526,0.7890093554589669,0.9832668841367646,0.8083509654077721,0.7817687677216617,0.006531740678821026,0.001504949617967075,0.6111624061850455,0.9966824893997975,BARBUNYA
48868,885.2959999999999,313.62991424224987,198.97255764931975,1.5762470862690954,0.7729899210792355,49648,249.4407145437928,0.6958775364898541,0.9842893973573961,0.7835332398703092,0.7953345749765538,0.0064178995302089275,0.0015840618230216882,0.6325570861531356,0.9970662639477489,BARBUNYA
48915,894.486,310.0875692821176,201.75585075520186,1.5369446195558354,0.7593850132952288,50027,249.56063858453416,0.7086562839550887,0.9777720031183161,0.7682539938220438,0.8048069748887093,0.0063393145105206505,0.0016405481740269276,0.6477142668295157,0.9955009574131769,BARBUNYA
49166,856.3319999999999,293.7755666002112,214.16888258605397,1.3717005152799027,0.6844901513655532,50168,250.20011082421408,0.7759785353535353,0.9800271089140488,0.8425397396198888,0.851670932745413,0.005975177289187878,0.001939178820273841,0.7253433776834418,0.9949538849232422,BARBUNYA
49309,867.4479999999999,304.072323453285,206.81291062462515,1.470277278797116,0.7330787056056748,50235,250.56370190302133,0.7784566322503237,0.9815666368070071,0.8234726109785537,0.8240266626617722,0.006166669846342148,0.001753862398064725,0.6790199407774982,0.9983475907753186,BARBUNYA
49317,886.9309999999999,310.56307474954696,202.4588914210164,1.5339562148630272,0.7582971307389266,50400,250.58402708014734,0.7130855986119145,0.9785119047619047,0.7878197154407838,0.8068699966415208,0.006297282372195125,0.0016464448830587311,0.6510391914802879,0.998665613890588,BARBUNYA
49755,868.813,332.0911111573769,191.9920822953887,1.7297125339077228,0.815944139583643,50783,251.6943256179964,0.7342827626918536,0.9797570052970482,0.8283120385382642,0.7579074451610941,0.006674527407444013,0.0013585166848665898,0.574423695430617,0.9935878657599305,BARBUNYA
49777,861.2769999999999,300.7570338082622,211.61686131588047,1.4212337898695235,0.7105823885446462,50590,251.74996488238523,0.8019106535852948,0.9839296303617315,0.8432432689616357,0.8370542882893313,0.006042088390386367,0.0018297061158057857,0.7006598815435588,0.9958014988556836,BARBUNYA
49967,878.7539999999999,313.3752665432826,203.33988324817574,1.5411401911783777,0.7608990842825039,50787,252.22997508579718,0.7401202749140894,0.9838541359009195,0.8131272386413843,0.8048815653770168,0.006271644616312418,0.0016236376978461897,0.6478343342837571,0.9984035297899866,BARBUNYA
49975,873.5289999999999,313.99969224633264,203.93828583885437,1.5396799622727306,0.7603738719268852,50699,252.25016600220454,0.71479653865408,0.9857196394406201,0.8230154948120141,0.8033452650785223,0.006283135412632969,0.0016142289639165452,0.6453636149240815,0.9936534262785028,BARBUNYA
49991,911.8240000000001,329.2584333588139,193.81967803979836,1.6987874331893427,0.8083842492837414,51285,252.29054298735716,0.7374173943828181,0.9747684508140781,0.7555786021213184,0.7662386667327062,0.006586354210934246,0.0014004935143670182,0.5871216943963153,0.9973949561932943,BARBUNYA
50035,846.4739999999999,279.4366973395273,228.68388101842731,1.2219343842472672,0.5746852167700989,50802,252.4015463915066,0.8063918256833419,0.9849021692059368,0.8775189869784898,0.9032512508005637,0.005584824569591832,0.0022931031183125233,0.815862822072783,0.9969308351197439,BARBUNYA
50166,893.8459999999999,313.0215817417072,204.6558145966169,1.529502508192512,0.7566610426343727,51209,252.73174513935555,0.762517099863201,0.9796324864769864,0.7890307627858147,0.8073939941556477,0.006239715778449692,0.0016356358799098183,0.65188506179861,0.9970598370742049,BARBUNYA
50167,873.8249999999999,309.8928256241198,206.77236788993457,1.4987148852939407,0.7448442966839055,50937,252.73426408132497,0.7945988754256751,0.9848832871979112,0.8256178304074645,0.8155537759621305,0.006177224582377255,0.0016857127244665196,0.6651279614860891,0.9968371765044165,BARBUNYA
50486,982.6659999999999,325.5099200568053,198.52382863682286,1.639651634224168,0.792489429545824,51525,253.53652923296758,0.7999429585498796,0.9798350315380883,0.6570054427045712,0.7788903305580441,0.006447528424846597,0.0014637883207603219,0.6066701470368192,0.9947276980239369,BARBUNYA
50575,858.52,314.3267899542754,205.46628171028806,1.529821766071978,0.7567789171394665,51389,253.75990616127845,0.7121233455364686,0.9841600342485746,0.8622732665293799,0.8073123713005579,0.006215062579422153,0.0016285147609588601,0.6517532648549299,0.9970663306835464,BARBUNYA
50683,905.491,314.9375831675491,205.45621084202162,1.5328696167267943,0.7578996041770925,51613,254.03070650181692,0.7698839470166484,0.9819812837850929,0.7767904924752842,0.8066065153191663,0.00621387019646724,0.0016225154551428745,0.6506140705553286,0.997306540969206,BARBUNYA
50712,877.164,316.2129383742451,204.46541377305022,1.546535096274184,0.7628235299964321,51454,254.1033722574527,0.7175380261761585,0.9855793524312979,0.8282453458076628,0.8035830967697966,0.006235465735412626,0.0016038798500042602,0.6457457934141362,0.9986685327863803,BARBUNYA
50798,900.9010000000001,308.39405745416724,210.46704396831962,1.4652843107379225,0.7309216242799289,52164,254.31874172670953,0.7386221537208829,0.9738133578713288,0.7865065428028415,0.8246551306018786,0.006070988177766196,0.0017319231249985781,0.6800560844280015,0.9964755109342146,BARBUNYA
50948,884.6919999999999,313.5564944140568,208.1921878944844,1.5060915473589862,0.7477589789222626,52063,254.6939503112845,0.7196045197740113,0.9785836390526862,0.8179990587999667,0.8122745178256673,0.006154441674139452,0.0016526456280740822,0.6597898923089204,0.9937039798393608,BARBUNYA
50978,881.559,323.1062346274964,201.10068850986005,1.6066888533385324,0.7827008844646873,51805,254.76892571801042,0.7089139201780003,0.9840362899334041,0.8243087119009262,0.78849894683007,0.0063381504693690695,0.001511286414547388,0.6217305891521298,0.9989276073703255,BARBUNYA
51015,859.2529999999999,327.85750961679213,198.5078690322489,1.6516096375178435,0.795868169393932,51718,254.8613650098114,0.777418814099145,0.9864070536370316,0.8682916823446507,0.7773540563633866,0.006426688417461377,0.0014475796991408377,0.6042793289446113,0.9980335634377352,BARBUNYA
51107,886.653,317.36034386581497,206.24922086253878,1.5387226314776221,0.7600285315968498,51979,255.09106886125974,0.7158845776719428,0.9832239943053925,0.8169262979087759,0.8037899939039527,0.006209723596881347,0.0015989040933630518,0.6460783543001163,0.9941353854694065,BARBUNYA
51332,889.637,330.8228042475382,198.61889902007712,1.66561594027413,0.7997159849546799,52283,255.65197497837832,0.7516876802999019,0.9818105311477918,0.8150277123936175,0.772776155984358,0.006444767479302155,0.001417757226474796,0.5971829872579607,0.9946775028373821,BARBUNYA
51512,887.7449999999999,276.6573220584498,237.61360812415606,1.1643159844359288,0.5121879776178356,52436,256.09981536189696,0.7421195182389212,0.9823785185750248,0.821375616663363,0.9256932491661666,0.0053707354025945364,0.002432662753177386,0.8569079915518145,0.9977116717546655,BARBUNYA
51576,861.13,310.8525300919125,211.42622146431037,1.4702647946834055,0.7330733474356255,52274,256.25885888932845,0.7839489284085728,0.9866472816314038,0.874017407436813,0.8243743707460195,0.0060270771306792405,0.0017170559136455601,0.6795931031428956,0.9991818142606477,BARBUNYA
51674,910.012,318.88585743066244,206.9663202594546,1.5407620768002477,0.760763262850134,52718,256.5022031769801,0.7977214134646556,0.9801965173185629,0.7841293438336094,0.8043699562084002,0.006171108438105477,0.0015935522383044964,0.6470110264507039,0.9968900528268464,BARBUNYA
51693,834.877,304.3503036584591,216.79600524797974,1.4038556813366156,0.7018508493788833,52208,256.549355458155,0.7764509733237203,0.9901356114005516,0.9319585724534193,0.8429410201806594,0.005887650236172385,0.0018336249889355735,0.7105495635032111,0.997509041595235,BARBUNYA
51695,880.771,306.3289695366183,216.056112997146,1.4178213487561204,0.7089015172958156,52714,256.5543183520485,0.7734835562737529,0.9806692719201731,0.8373989079325223,0.8375124257432669,0.0059256982210391385,0.0017983918663856662,0.7014270632743711,0.9944982649057134,BARBUNYA
51734,878.392,319.93875913050493,206.31112795749533,1.5507586153880144,0.7643127919088194,52632,256.6510756013481,0.7465223665223665,0.982938136494908,0.8425761838205819,0.8021881321876935,0.006184303535982235,0.0015797031731191388,0.6435057994227804,0.9979221625070284,BARBUNYA
51782,858.6610000000001,311.32875030145436,212.42636014856024,1.465584356309296,0.7310520546074905,52581,256.7701113943681,0.713663551917087,0.9848043970255416,0.8825619680994465,0.8247555394281509,0.006012296749863937,0.001716015219353792,0.6802216998174202,0.996922282074529,BARBUNYA
51906,896.485,327.3825036135615,202.81318007378545,1.6142072398571754,0.7849973332052351,52774,257.07736541559495,0.7763270067752501,0.9835525069162845,0.8115987542491893,0.7852507772347117,0.0063072188882510975,0.0014792826569994093,0.616618783147719,0.9953505039889695,BARBUNYA
51932,897.6179999999999,313.76119605018147,211.33463695928256,1.4846652709874208,0.7391393875468243,52906,257.14174308576673,0.7264029541766911,0.9815899897932182,0.8099567080165281,0.8195460315769599,0.006041769930874633,0.0016812695712090028,0.6716556978735435,0.9971838886936698,BARBUNYA
52104,906.358,316.91511091959944,209.60409120023368,1.5119700627257895,0.7500432737318803,53108,257.56722081600543,0.7741130326261366,0.9810951269111998,0.7970423253489775,0.8127325329127318,0.006082356650537376,0.0016369756636624004,0.660534170054745,0.9987078905302001,BARBUNYA
52184,888.581,332.9882035305494,200.1934012294018,1.6633325648380286,0.799096573926452,53114,257.7648781398655,0.6781546458739441,0.9824904921489626,0.8305259067933852,0.7740961253488289,0.006381040233223774,0.0014133535700413253,0.5992248112800699,0.9967101422610625,BARBUNYA
52187,975.927,311.1939098485007,215.77079865469386,1.4422429345803927,0.7205870657889458,53664,257.77228734116073,0.7090432325208554,0.972476893261777,0.6885532447441727,0.8283333291022714,0.005963054205999592,0.0017316856755470152,0.6861361041016519,0.9895749483011245,BARBUNYA
52341,904.349,289.78051380232426,230.42027818686086,1.2576172378688166,0.6064069002557165,53407,258.15234070405626,0.7657230634189159,0.9800400696537906,0.8042290462691722,0.8908547276583153,0.0055363962056958075,0.002150970634834068,0.7936221457911713,0.9980728909014159,BARBUNYA
52545,911.5619999999999,315.9159220638412,212.11526629769676,1.4893596655153696,0.7410684452455062,53754,258.6549281921942,0.7482484620642516,0.9775086505190311,0.7946370957850153,0.8187460970704871,0.006012292740771552,0.0016665442598586173,0.6703451714681556,0.9983850603576552,BARBUNYA
52596,887.9419999999999,312.68668071727944,214.51495934712318,1.4576451062850915,0.7275656670636472,53574,258.78042254948616,0.7529202931745305,0.9817448762459402,0.838288258372078,0.827602960112863,0.00594506579810783,0.0017203807314978546,0.6849266595875733,0.9983799935120211,BARBUNYA
52655,915.9929999999999,310.99664653465226,216.5300927717087,1.43627448062169,0.7178034957304278,53696,258.9255264125768,0.7409518180794776,0.9806130810488677,0.7886152507847107,0.8325669401831524,0.005906307977108579,0.0017505418541873881,0.6931677098859367,0.9955790925001499,BARBUNYA
52808,928.664,332.5824782687627,202.73214620841372,1.6405019356272172,0.7927326053190243,54100,259.3014343932067,0.702682563338301,0.9761182994454713,0.7694711886947523,0.7796605393735235,0.006297956337463315,0.0014354948019701965,0.6078705566562135,0.9972128248053124,BARBUNYA
52836,932.617,321.661219914091,209.46032816206795,1.5356665519267625,0.7589207205258703,53871,259.3701690357375,0.7157894736842105,0.9807874366542295,0.7633665756837573,0.8063457854975798,0.0060879177059976345,0.0015875734138685908,0.6501935257897092,0.9984804498345872,BARBUNYA
52839,883.529,323.10374141796444,209.2399353055105,1.544178174908159,0.7619858582393504,53489,259.3775323813943,0.6930159354711785,0.9878479687412365,0.8505950206865909,0.8027685821374182,0.006114872374911797,0.0015664936140588176,0.6444373964669208,0.9951261627188555,BARBUNYA
52855,898.1739999999999,322.048797637547,210.35597819515533,1.5309705024820828,0.757202285541535,53855,259.4168000284041,0.7065515259267181,0.9814316219478229,0.8233319767246949,0.8055201631908196,0.006093062106471422,0.001582417331704776,0.648862733306965,0.9933897048528618,BARBUNYA
52894,918.483,331.6248277447896,203.50729897600203,1.6295475858283366,0.789564750692887,53879,259.51249002547394,0.7178881650380021,0.9817182946973775,0.787905314774461,0.7825484352009627,0.006269611444488782,0.0014503248847095318,0.6123820534354752,0.9979056967803782,BARBUNYA
53202,897.6499999999999,301.8954431097935,224.7506292136147,1.3432462643869014,0.6676613479734265,54102,260.26695959917794,0.7518654607122668,0.9833647554619053,0.8297050862886405,0.8621095996620389,0.005674513046686093,0.0019335628162661473,0.7432329618294411,0.9983448995466091,BARBUNYA
53249,919.923,325.38662859922766,208.91742051711128,1.5574892117365438,0.7666552108480327,54195,260.38189744604495,0.6966846347079757,0.9825445151766768,0.7907120655025048,0.8002231024888002,0.0061106617701595835,0.0015456542411972358,0.640357013756801,0.9973491405860471,BARBUNYA
53363,904.64,327.0878319072981,208.048585501421,1.5721704193228656,0.7716368327042017,54318,260.6604723115925,0.717244623655914,0.9824183511911337,0.8194048449023156,0.7969127765824925,0.006129487320939567,0.001524920043316528,0.6350699734804177,0.9984382265060694,BARBUNYA
53364,919.64,314.3128688474999,216.9357311409893,1.448875513472808,0.7236277933792362,54228,260.66291463353053,0.7665258984745325,0.9840672715202479,0.7929075149358962,0.8293103479641505,0.00588997955264785,0.0017185488742534351,0.6877556532404204,0.9964723252325406,BARBUNYA
53368,951.9129999999999,321.01705729605214,212.32442952723775,1.5119176724545063,0.7500230638779632,54618,260.672683692454,0.7063837672565552,0.9771137720165514,0.740110006231397,0.8120212859968164,0.006015159970320269,0.0016132311515442684,0.6593785689119236,0.9969261111756987,BARBUNYA
53524,919.5339999999999,324.56384550586654,210.51583945712122,1.5417549878567456,0.7611196587569717,54727,261.05339184236783,0.7890903729913018,0.9780181628812104,0.79546823523852,0.8043206150564581,0.006063893683317139,0.0015654822254747497,0.6469316518047993,0.9974101009724525,BARBUNYA
53525,959.13,319.9928690590668,213.40496151247706,1.4994631183415943,0.7451424243526267,54660,261.05583048832597,0.7828726049436887,0.9792352725942188,0.7311585948746885,0.8158176501118788,0.005978381486390785,0.00163356257456544,0.6655584382340679,0.9979803312330167,BARBUNYA
53552,937.5550000000001,336.4962468374512,203.6038358079593,1.652700920403273,0.7961721604333662,54684,261.12166532032046,0.6892149292149292,0.9792992465803526,0.7655825932735644,0.7760017170309141,0.006283542105569376,0.001405513499313838,0.6021786648349268,0.9952212336198974,BARBUNYA
53755,929.5979999999998,325.29715700693214,210.9394479695406,1.5421352437307254,0.7612559215806868,54945,261.616115190251,0.719111194349315,0.9783419783419783,0.7816968625593834,0.8042373244125091,0.006051477202249691,0.0015616297108350923,0.6467976739781914,0.9974494886048244,BARBUNYA
53874,913.8779999999999,326.25582718970685,210.6497575895197,1.5488070383895793,0.7636265181485293,54878,261.9055311234609,0.7365873666940115,0.9817048726265535,0.8106112762058021,0.8027612361117203,0.006055905022639991,0.0015513307111683177,0.6444256022036174,0.9980909084114058,BARBUNYA
54113,872.821,327.62992192461815,210.78284085493303,1.5543481651341,0.7655667247332228,54651,262.48583101617857,0.7177551994906621,0.99015571535745,0.8926086725654252,0.8011656245383226,0.006054551067666146,0.0015386893105268674,0.6418663579418805,0.9976837957282695,BARBUNYA
54187,931.202,353.78485008914913,195.56197229691682,1.8090677135941668,0.8333332616095189,55164,262.6652455323396,0.7691335945040595,0.9822891740990501,0.7852666822718789,0.7424434524716121,0.006528961745236849,0.0012237069120379592,0.551222280117967,0.9971984299751739,BARBUNYA
54230,940.7599999999999,337.98052010482695,204.90732274415396,1.6494311456444501,0.7952591674231211,55277,262.7694436402145,0.7886738121900496,0.9810590299763011,0.770001873005281,0.7774691972150193,0.0062323533119090346,0.001404638586417085,0.6044583526181666,0.9970124330533396,BARBUNYA
54358,923.3299999999999,326.41776563516976,214.26478164693228,1.5234317237120394,0.7544019537628903,55744,263.07937048106595,0.7140436376055801,0.975136337543054,0.801234129597503,0.8059591057157846,0.006004962758658703,0.001562939280908602,0.6495700800861873,0.9895756667774678,BARBUNYA
54424,899.2959999999999,324.8266146249812,213.68277695555884,1.5201347495242339,0.7531608366467599,55211,263.239033926708,0.7484048404840484,0.9857455941750738,0.845658461229741,0.8103986005907265,0.005968444337516191,0.0015879456733094348,0.6567458918394077,0.9983422517923677,BARBUNYA
54440,1027.543,334.13768387618694,209.85968031458924,1.5921957156100652,0.7781620980743378,55695,263.2777256347036,0.72848922788706,0.9774665589370679,0.6479298235069287,0.7879318566542164,0.006137723803750678,0.0014592904582961018,0.6208366107305605,0.9884933916990724,BARBUNYA
54522,897.406,340.0239168500328,204.4497627229209,1.6631171996557794,0.7990379952943767,55225,263.4759314587398,0.6904927749141981,0.9872702580353101,0.8507534221413572,0.7748747026373018,0.006236453483915351,0.0013868943564200639,0.600430804787247,0.998586798644832,BARBUNYA
54543,974.0419999999999,335.9046656046787,207.4933402071076,1.6188696238124969,0.7864020706247461,55730,263.52666750917257,0.6711580346266012,0.9787008792391889,0.7224262499721348,0.784528154840556,0.006158529336572589,0.0014390998014385842,0.6154844257375274,0.9963890407561616,BARBUNYA
54614,925.529,339.95229289380563,205.37060380373535,1.6553113571145983,0.7968964260693058,55585,263.6981313854275,0.769753347427766,0.9825312584330305,0.8011868038709564,0.7756915805471609,0.006224636409964581,0.0013901128624635248,0.6016974281317528,0.995996586333135,BARBUNYA
54631,893.756,303.9114566736381,229.35428905637448,1.3250742243539981,0.6560991456423747,55557,263.7391695755992,0.7562430786267995,0.9833324333567327,0.8594311162133559,0.8678158186672812,0.005562985423544107,0.001946246899393318,0.7531042951291635,0.9979190897259407,BARBUNYA
54677,911.0219999999999,308.85390344051126,226.39857090350165,1.3642042977919446,0.6801984235027607,55858,263.850182087268,0.7530126289405187,0.9788571019370547,0.827859834546932,0.8542879955476701,0.005648698784507402,0.0018558607814855496,0.729807979336856,0.9956071819741936,BARBUNYA
54692,881.8069999999999,330.7268465587917,211.9992113845125,1.5600380982499862,0.7675325383674267,55278,263.88637172210224,0.6782242063492063,0.9893990375918087,0.8838663195551502,0.7978982488656011,0.0060470790345716315,0.0015118735016294124,0.6366416155427926,0.9931851751781771,BARBUNYA
55059,944.732,344.32769110396447,204.9475016204122,1.680077524153973,0.803569727571328,55970,264.7702704111119,0.7328594816914906,0.983723423262462,0.775212793327392,0.7689485256391085,0.00625379485831498,0.0013486910269551883,0.5912818350825589,0.9933993215627235,BARBUNYA
55100,948.328,300.6459570355733,235.3802983383058,1.2772774916083371,0.6221283983251465,56772,264.868833415537,0.7874578402789687,0.9705488621151271,0.7699177208833584,0.8809991527150219,0.0054563694561810035,0.002027614997315843,0.7761595070845864,0.991371068296964,BARBUNYA
55327,885.816,325.34038349823174,217.25300132677083,1.4975184762068552,0.7443664189830971,55918,265.4138735853165,0.7930139892214195,0.9894309524661111,0.8860534995768802,0.8158036537962065,0.0058803185334146395,0.0016066571063523064,0.6655356015472406,0.9966518598904363,BARBUNYA
55377,921.337,322.9626948339596,219.5998638153349,1.470687136243145,0.7332545185491731,56515,265.53377613554005,0.7140259941203775,0.979863752985933,0.819789334517141,0.8221809527321888,0.005832072788954974,0.0016438884491415862,0.6759815190356098,0.994157324383772,BARBUNYA
55387,883.8639999999999,328.45682284674575,215.23241418287515,1.5260564915081423,0.75538283311386,55945,265.5577501490899,0.8026403501144828,0.9900259183126284,0.8909366319665224,0.8085012448439719,0.00593021508380569,0.001563050391535263,0.6536742629142523,0.9975438522520949,BARBUNYA
55429,911.762,327.8248583352825,215.90977954060594,1.5183418696123896,0.7524816612810767,56253,265.6584173805252,0.728763196991809,0.9853518923435195,0.8378840663112739,0.8103669097259957,0.0059143202716138215,0.0015732994719223224,0.6566945283788601,0.9970867979829848,BARBUNYA
55434,925.4219999999999,330.5917573756197,213.77257385041517,1.5464647846123953,0.7627986092725495,56460,265.67039903393265,0.7188764394646747,0.98182784272051,0.8134042589652339,0.8036207591590884,0.0059637002088180485,0.001534264209245996,0.6458063245514296,0.9987167385987493,BARBUNYA
55596,947.733,314.7614494034101,225.63643199667166,1.3949939139617893,0.6972284440647877,56806,266.05831264799093,0.7702624068275652,0.9786994331584692,0.7778241163761266,0.8452696896404255,0.005661584455777575,0.001782784858317361,0.7144808482248214,0.9966964349158826,BARBUNYA
55607,898.497,311.4197591438376,228.71986515003027,1.3615772243462971,0.6786710609849137,56424,266.08463195774425,0.756506360111557,0.9855203459520772,0.865577715253913,0.8544243714312485,0.005600369722226295,0.0018411576300837963,0.7300410064956839,0.9940072072833703,BARBUNYA
